smiles,homo,lumo,hl
CNc1ccccc1C(C)(C)c1cc(-c2ccccc2)nn1-c1ccccc1,-4.70223,-1.66064,3.04159
O=c1c2ccccc2cnn1-c1ccccc1,-5.55727,-2.6133,2.94397
COc1cc(C(=O)/C=C/c2ccc(Cl)cc2Cl)cc(OC)c1OC,-5.43274,-3.27364,2.1591
COc1ccc(-c2cc(C(F)(F)F)nc(-c3ccc(-c4nc(C(F)(F)F)cc(-c5ccc(OC)cc5)c4OC)cc3)c2OC)cc1,-5.6308,-2.67241,2.95839
CCOC(=O)/N=C1\N(c2c(C)cccc2C)C(c2ccccc2)=NC1(C(F)(F)F)C(F)(F)F,-6.14108,-2.84455,3.29653
CCCCCCCc1ccc(C(=O)NNC(=O)CC#N)cc1,-5.88653,-2.44331,3.44322
C[C@]12C(=O)NC(=O)N(CC(=O)OCc3ccccc3)[C@H]1[C@]1(C)C(=O)NC(=O)N(CC(=O)OCc3ccccc3)[C@H]21,-6.23257,-2.09005,4.14252
CC(=O)O[C@@H]1O[C@H]2OC(=O)[C@H](C)c3c([C@@]4(C)CCCC(C)(C)C4)ccc1c32,-6.13012,-1.97583,4.15429
COC(=O)[C@H](c1ccccc1)N1C(=O)c2ccccc2-c2ccccc2[C@H]1C(=O)NC(C)(C)C,-5.27415,-2.07432,3.19983
CC1(C)[C@@H]2CC[C@]13CS(=O)(=O)N(C(=O)[C@@H](/C=N\OCc1ccccc1)Cc1ccccc1)[C@@H]3C2,-5.6191,-1.7145,3.9046
CCOC(=O)/C(C#Cc1cc(OC)c(OC)c(OC)c1)=C/Oc1ccccc1,-4.85871,-2.38965,2.46906
C=C(C)[C@@]1(C(=O)OC)C[C@H]2C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H](C)[C@@]2(C)C1=O,-5.65215,-2.15926,3.49289
Cc1cc(C(C)(C)C)c2oc(=O)c3c4cc(C)cc(C(C)(C)C)c4oc(=O)c3c2c1,-5.6694,-3.50694,2.16246
COc1ccc(N(C)/C(N)=N/C#N)cc1,-5.40263,-1.99026,3.41237
C=C[C@H]1[C@H](C#N)[C@@H]2[C@H]([C@H](C)[C@H]1OC(=S)SC)[C@]1(C)C[C@H](C)C[C@H](C)[C@H]1[C@@H]2OCOC,-5.60307,-2.32399,3.27908
CC1=C(C)[C@](OO)(C(C)(C)C)N=C1C(C)(C)C,-5.56895,-2.1829,3.38605
CCCCC[C@H](O)[C@H]1[C@@H]2C=C(C)CC[C@@H]2CN1C(=O)c1ccc([N+](=O)[O-])cc1,-5.78219,-3.65645,2.12574
COc1ccccc1[C@H](Nc1ccccc1)[C@@H](C)c1ccccc1[S@@](=O)c1ccc(C)cc1,-4.73721,-2.06963,2.66758
CCOC(=O)c1ccc(OC)c2ccccc12,-5.28386,-2.37073,2.91313
COc1cc(/C=C\c2ccc(OC)c(O[Si](C)(C)C(C)(C)C)c2OS([O])([O])c2ccc(C)cc2)cc(OC)c1OC,-4.94705,-2.08627,2.86078
C=C1C[C@H](OC(=O)c2ccccc2)[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)C2(C)C,-5.78431,-2.30594,3.47837
[O][S@@]1(c2ccccc2)[N][PH](Cl)(Cl)[N][S@]([O])(c2ccccc2)[N]1,-6.73165,-2.59831,4.13334
CC[C@@H](c1ccccc1)[C@](O)(c1ccc(OC)cc1)c1ccccc1O[C@H]1CCCCO1,-5.17884,-1.30307,3.87577
CC[C@H](C)P([C]([Si](C)(C)C)[Si](C)(C)C)[C]([Si](C)(C)C)[Si](C)(C)C,-4.80391,-2.27873,2.52518
Cc1nn(C)c(C(=O)O)c1-c1ccccc1,-5.78259,-2.3074,3.47519
CC(=O)O[C@@H]1S[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,-5.73297,-2.63161,3.10136
CC1(C)C(=O)CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](OC(=O)CI)CC[C@H]4[C@@H]3CC[C@@H]12,-5.34567,-2.72031,2.62536
CN(C)[PH]1(N(C)C)[N][PH](N(C)C)(N(C)C)[N][PH](N(C)C)(N(C)C)[N]1,-4.78245,-0.52696,4.25549
CC1(C)[C]2[CH]C=C[CH][C]1[CH]C=C[CH]2,-5.22213,-1.95496,3.26717
CN(c1ccccc1[N+](=O)[O-])[N+](=O)[O-],-6.59565,-3.84534,2.75031
Cc1cc(C)c2c(c1)CN(C)Cc1cc(C)cc(C)c1OCCOCCOCCO2,-4.55577,-1.18137,3.3744
O=P([N][PH](c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,-5.45762,-2.06021,3.39741
O=C(Nc1nc2ccccc2s1)c1ccccc1,-5.5605,-2.69914,2.86136
CC(=O)OC[C@H]1O[C@@H](n2nnc(C(F)(F)F)c2-c2ccccc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,-6.4981,-2.45134,4.04676
[O]S([O])(Oc1ccc(-c2ccccc2)nc1)C(F)(F)F,-6.1466,-2.65769,3.48891
C[Si](C)(C)N(S(C)(=O)=O)S(C)(=O)=O,-7.01875,-0.73573,6.28302
CC(C)OC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@H]12)[C@H](Br)C4=O,-5.65769,-2.56025,3.09744
COC(=O)C[C@H]1C(C)(C)[C@@H]2O[C@@]34C[C@@H]2C(=O)[C@]1(C)[C@H]3CC[C@@]1(C)[C@H](c2ccoc2)OC(=O)C[C@H]14,-5.67079,-1.94859,3.7222
CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C/C=C5/OCC[C@@]6(O[C@@H]6C(=O)OC[C@@]2(CC1)[C@]4(C)[C@]31CO1)[C@H]5O,-5.68207,-2.5249,3.15717
c1ccc2c(c1)c1ccccc1n2Cc1ccc(Cn2c3ccccc3c3ccccc32)cc1,-5.06838,-1.83327,3.23511
CC(=O)Oc1cc(C)c2c3c(c(O)c4c2c1OC(=O)C4=O)C(C)(C)[C@H](C)O3,-5.52598,-3.43995,2.08603
C[C@@H](COC(=O)c1ccc(I)cc1)c1csc2ccccc12,-5.48067,-2.47825,3.00242
C[C@H]1CC[C@]2(CC1)NC(=O)N(S(=O)(=O)c1ccc(Br)cc1)C2=O,-6.37999,-2.60632,3.77367
c1ccc([C@H]2CN3CCS[C]3[N]2)cc1,-5.29616,-1.12514,4.17102
COC(=O)[C@@H]1C[C@H](Nc2ccccc2)C(=O)N1,-4.89237,-1.62674,3.26563
O=C(/C=C1/C=C[C]2C=C[CH]C=C2N1)c1cccc(Br)c1,-5.07815,-2.92957,2.14858
N#Cc1nc(-c2ccccc2)oc1N,-5.38941,-2.41425,2.97516
COC(=O)c1c(O)cc(-c2ccccc2)cc1C(F)(F)C(F)(F)F,-5.93281,-2.41401,3.5188
COP(=O)(OC)C(C)(C)C/C(C)=N/O,-5.94722,-1.13708,4.81014
c1ccc(Cn2ccc3ccccc32)c(Cn2ccc3ccccc32)c1,-4.99251,-1.63919,3.35332
CC(C)OC(=O)Cc1oc2ccc(I)cc2c1[S@](C)=O,-5.39466,-2.11892,3.27574
Cc1cc(I)cc2c([S@@](C)=O)c(CC(=O)OC(C)C)oc12,-5.34836,-2.01302,3.33534
c1ccc2c(c1)CCc1c(-c3ccncc3)n[nH]c1-2,-5.52712,-2.13976,3.38736
O=C(NCc1ccccc1)OCC#CC#CCOC(=O)NCc1ccccc1,-6.02802,-1.84938,4.17864
CC[C@H]1Sc2ccccc2NC(=O)[C@H]1[C@@H](C)O,-5.433,-1.9463,3.4867
O=C(C(=O)N1CC([N+](=O)[O-])([N+](=O)[O-])C1)N1CC([N+](=O)[O-])([N+](=O)[O-])C1,-6.55661,-4.27037,2.28624
COc1ccc(-c2cc(Cl)ccc2Cl)cc1,-5.45268,-1.90675,3.54593
Cc1ccc2c(c1)C(=O)NC1(CCCCC1)N2,-4.91148,-1.8671,3.04438
C[C@H](c1ccccc1)N1O[C@H]2C[C@@H]1c1nccn1C2,-5.09787,-1.08557,4.0123
c1ccc(-c2ccn(C(c3ccccn3)n3ccc(-c4ccccc4)n3)n2)cc1,-5.46535,-2.31825,3.1471
Cc1ccc(-c2cc(C=O)c(-c3ccc(C)s3)cc2C=O)s1,-5.40192,-3.43437,1.96755
O=C1CCCC[C@]23C=C[C@H](C[C@H]12)O3,-5.4767,-1.74633,3.73037
C[C@H](c1ccccc1)[C@@]1(O)c2ccccc2C(=O)N1C,-5.73176,-2.16569,3.56607
C=CCn1c2ccc(Br)cc2c2cc(Br)ccc21,-5.2056,-2.26274,2.94286
C[C@@H]1CC(=O)[C@@](C)(O)[C@H]1C(=O)OCc1ccccc1,-5.69035,-2.17939,3.51096
Clc1cc2ccc1CCc1ccc(cc1Cl)CC2,-5.44779,-1.96756,3.48023
Cl/C=C(/c1ccccc1)n1nnc2c1CCCCCC2,-5.73105,-2.54071,3.19034
CC1(C)[C@@H]2CC[C@]13CS(=O)(=O)N[C@@H]3C2,-6.38888,-0.70475,5.68413
CN(C)c1ccc(/C=C/C(=O)n2ccnc2)cc1,-5.10398,-2.85652,2.24746
OB1O[C@@H](N2CCSCC2)c2ccccc21,-5.15551,-1.817,3.33851
COc1ccc(C=O)cc1OCCOc1cc(C=O)ccc1OC,-5.47123,-2.5012,2.97003
COc1ccc([C]2SC(=S)[C](c3ccc([N+](=O)[O-])cc3)N2C)cc1,-4.6524,-3.35036,1.30204
O=C(NC(=S)Nc1cccc(F)c1)c1ccccc1Cl,-5.36366,-3.11048,2.25318
COC1=N/C(=C\c2ccccc2)C(=O)[C]1N(C)[O],-5.35956,-3.65036,1.7092
COc1ccc2c(c1)C[C@]1(CCc3ccccc3O1)O2,-4.81841,-1.26208,3.55633
CC[C@H]1C=C(C2=C[C@H](CC)OC2=O)C(=O)O1,-6.39217,-2.93486,3.45731
COC(=O)[C@@H](O)[C@H](O)c1ccc(OC)cc1,-5.37961,-1.33214,4.04747
CCN1CC#CC#CCN(CC)CC#CC#CC1,-5.32797,-1.81156,3.51641
COC(=O)/C(C#N)=C/N(C)C,-5.54301,-2.05466,3.48835
COc1ccc(OC)c2c1nc1n2[C@H](O)C=C(c2ccccc2)S1,-4.56687,-2.20435,2.36252
Cc1ccc([S@](=O)N[C@H](C[N+](=O)[O-])c2ccccc2)cc1,-5.64044,-3.11092,2.52952
Oc1ccc(-n2c3ccccc3c3ccccc32)c2cccnc12,-5.07194,-2.83439,2.23755
Cc1ccc(S(=O)(=O)Nc2cccc(F)c2)cc1,-5.91926,-2.21375,3.70551
CCOC(=O)c1c2c(n3cc(C(=O)OC)ccc13)CCCC2,-4.97317,-2.35318,2.61999
Cc1ccc(C2=NO[C@H](c3c[nH]c4ccccc34)C2)cc1,-5.03044,-1.96291,3.06753
NC1=N[C](SCc2ccc([N+](=O)[O-])cc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[N]1,-5.55145,-3.50363,2.04782
C/C=C/[C@@H](C)[C@](O)(/C=C/c1ccc(Br)cc1)C(=O)OC,-5.48082,-2.24387,3.23695
BrC[C@H]1C[C@@]12C[C@@]21C[C@@]12C[C@@]21C[C@@H]1CBr,-6.21471,-1.30524,4.90947
C=C1[C@@H]2C(=O)[C@@]3(CCl)[C@H]4[C@@H]2C[C@@H]1[C@H]4[C@H]3C(=O)OC,-5.54984,-2.08786,3.46198
COc1ccccc1C(=O)N/N=C/c1cccc(O)c1,-5.30511,-2.53712,2.76799
O=[S@](CC[S@](=O)c1ccccc1)c1ccccc1,-5.46582,-1.94767,3.51815
CSc1c(-c2ccccc2)oc2ccc3cc(Br)ccc3c12,-5.21268,-2.50858,2.7041
O=C1CCC[C@@]23[C@H](O)CCC[C@@H]2CCN13,-5.46496,-0.64908,4.81588
C[C@H]1[C@@H]2C(=O)Oc3ccccc3[C@@H]2O[C@@H]1C(C)(C)C,-6.02556,-1.89496,4.1306
COC(=O)[C@](O)(c1ccccc1)[C@@H](O)c1ccc(Br)cc1,-5.89955,-1.75369,4.14586
O=C(Nc1ccc(Br)cc1)c1cccc(C(=O)Nc2ccc(Br)cc2)n1,-5.74223,-3.17565,2.56658
COc1ccc(N([C]2N=C(OC(C)=O)[CH]S2)C(C)=O)c(OC)c1,-5.17204,-1.59829,3.57375
C[Si](C)(C)C#CC1(C#C[Si](C)(C)C)CC1,-5.66021,-0.98923,4.67098
CC(=O)OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=O)ccn32)[C@@H]1OC(C)=O,-5.30075,-1.84993,3.45082
C=C[C@@H]1[C@@H](C)[C@H]2CCC[C@]1(c1ccccc1)O2,-5.62969,-1.06006,4.56963
COc1ccc([C@]23NCCN2C(=O)c2cnncc23)cc1,-5.45966,-3.06085,2.39881
Brc1ccc2c(c1)C=CC(c1ccccc1)(c1ccccc1)O2,-5.29006,-2.29112,2.99894
C1=C\SCCCCS/C=C\SCCCCS/1,-4.56557,-0.90623,3.65934
O=[N+]([O-])c1ccc(S(=O)(=O)N(CCc2ccccc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,-6.5703,-4.12758,2.44272
N#CC(C#N)c1ccc(C(C#N)C#N)cc1,-7.59504,-2.75238,4.84266
O=C1C[C@H](c2ccccc2)C2(CCCCC2)O1,-6.06621,-1.57765,4.48856
O=C1/C(=C/c2ccc(Cl)cc2Cl)CCC/C1=C\c1ccc(Cl)cc1Cl,-5.65453,-3.39241,2.26212
CO/N=C(/C(=O)CSc1nc2ccccc2s1)C(=O)OC,-5.48499,-3.13053,2.35446
CC(C)(C)O[C@@H]1[C@H]2C=C[C@@H]1[C@H]1[C@@H]2[C@@]2(Cl)C(Cl)=C(Cl)[C@]1(Cl)C2(Cl)Cl,-5.85888,-2.04359,3.81529
NC(=O)c1cn2cccc(OCc3ccccc3)c2n1,-5.27756,-1.97429,3.30327
CC1=NN(C)C(=O)[C@@]12CC(c1ccccc1Cl)=NO2,-5.66708,-2.59623,3.07085
CC1(C)CCC=C2[C@@H]3CCCC[C@]3(O)[C@@]21O,-5.49584,-1.13121,4.36463
c1ccc2nc3c(cc2c1)CCCC3,-5.64865,-2.29758,3.35107
CCOC(=O)C1=C(O)c2sc3ccccc3c(=O)c2C1,-5.65432,-3.21223,2.44209
c1ccc2c(c1)CC(=C1CCc3ccccc31)C2,-4.99548,-1.76421,3.23127
C1#CSCCCCS/C=C\SCCCCS1,-4.69171,-1.10451,3.5872
N#Cc1c(N)c2c(c3c1-c1ccccc1S3(=O)=O)-c1ccccc1S2(=O)=O,-6.17153,-3.68154,2.48999
O=[N+]([O-])C1=N[N]N(CN(CN2[N]N=C([N+](=O)[O-])[N]2)Cn2nnc([N+](=O)[O-])n2)[N]1,-7.31641,-4.04798,3.26843
NC(=O)c1cc(Oc2ccccc2)c2ccccc2[n+]1[O-],-5.23119,-2.91722,2.31397
C[C@H]1C[C@@H](O)[C@@H]2[C@@H]3[C@H]1[C@@]2(C)C(=O)C=CC3(C)C,-5.40254,-2.44099,2.96155
N#C[C@@H]1CCN2[N][C](c3ccccc3)S[C@]12c1ccccc1,-4.85943,-2.1692,2.69023
SC(Cc1ccncc1)(c1ccccc1)c1ccccc1,-5.7681,-1.86509,3.90301
CCCNC(=O)C1=C(C)C(C#N)=C(N)C(C#N)(C#N)[C@@H]1c1ccccc1,-5.65561,-3.00358,2.65203
CC[C@@H]1[N][C]2[C@H](OC1=O)[C@H]1CC[C@]2(C)C1(C)C,-5.63548,-1.73728,3.8982
ON=C(Cc1ccccc1)Cc1ccccc1,-5.85597,-1.41891,4.43706
Cc1ccc(C(=O)NC(=S)Nc2ccc(S(N)(=O)=O)cc2)cc1,-5.56303,-3.156,2.40703
Brc1ccc(-n2ccnc2-c2nccn2-c2ccc(Br)cc2)cc1,-5.21152,-2.00538,3.20614
COC(=O)[C@H]1CSC(c2ccccc2)=C(c2ccccc2)[C@H]1N(C)C,-4.63134,-1.86268,2.76866
CC1(C)N(c2ccccc2)C(=O)[C@@H]2CCCN21,-4.98171,-1.45758,3.52413
CN1C(=O)[C@]23CC=CC[C@]2(CC=CC3)C1=O,-5.91766,-1.67356,4.2441
CCC1(CC)CO[PH]2([N][PH](Cl)(Cl)[N][PH](Cl)(Cl)[N]2)OC1,-6.62185,-2.36389,4.25796
CC(=O)c1c(C)c(C)cc2c1C(C)(C)CC2(C)C,-5.55798,-1.91842,3.63956
CC(=O)OC[C@H]1O[C@H](O)C(C(F)(F)F)=C[C@@H]1OC(C)=O,-6.65414,-2.22435,4.42979
C[C@H]1C(=O)C[C@@H]2C[C@H]1[C@H]1C(=O)C[C@@]21C,-5.66649,-2.1117,3.55479
Nc1ccn(C[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,-5.42602,-1.77827,3.64775
CC(=O)OC[C@@]1(C)NC(=O)c2ccccc2N1C,-5.02763,-1.9733,3.05433
N#CC1=C2C=CC=CN2[C@](c2ccccc2)(C(F)(F)F)NC1=O,-5.33085,-3.10555,2.2253
COC(=O)c1ccc(OC)c(NNC(C)=O)c1,-5.11563,-1.90686,3.20877
Oc1ccccc1/C=N/OCCCO/N=C/c1ccccc1O,-5.35629,-2.33383,3.02246
C#C[C@@]12C[C@H](C)C[C@@H](CC#N)[C@H]1CCCN2Cc1ccccc1,-5.39581,-1.33183,4.06398
CC1(C2=N[C@@H]3c4ccccc4C[C@@H]3O2)SCCCS1,-4.9613,-1.52117,3.44013
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(F)c2c(=O)[nH]cnc21,-5.41585,-2.00642,3.40943
CO[C@]1(Cl)[C@@]2(Cl)C(Cl)=C(Cl)[C@]1(Cl)[C@@H]1C(=O)N(c3ccccc3)C(=O)[C@@H]12,-6.31037,-2.34241,3.96796
CCOC(=O)C1=C(C(=O)OCC)[C@@]2(Cl)C(Cl)=C(Cl)[C@]1(Cl)[C@@]2(Cl)OC,-5.95124,-3.19139,2.75985
CC(C)[C@]1(C)NC(=O)C(C#N)=C(Nc2ccccc2)S1,-5.48024,-2.49407,2.98617
C/C=C1/N(C(C)=O)CCCN1C(=O)C(Cl)(Cl)CC,-5.62751,-2.09145,3.53606
COC(=O)c1cc(C(=O)Oc2ccccc2)c(C(=O)OC)c(C(=O)OC)c1C(=O)OC,-6.27521,-3.06002,3.21519
O[C@@H]1[C@@H](O)N(c2ccccn2)CN1c1ccccn1,-5.31288,-1.68304,3.62984
CC1(C)O[C@@](C)(c2ccccc2)[C@H](Br)C[C@@H]1Br,-6.17766,-1.84415,4.33351
CC(C)(C)Nc1nc2ccccc2nc1Cl,-5.35916,-2.61123,2.74793
FC1(F)CO[P@]2(Cl)[N][PH](Cl)(Cl)[N][P@@](Cl)([N][PH](Cl)(Cl)[N]2)OCC(F)(F)C(F)(F)C1(F)F,-6.79586,-2.47748,4.31838
C=CC[C@@]1(O)CC(=O)O[C@@H](CC)[C@@H]1C,-5.98345,-1.36117,4.62228
O=C(OC[C@@H]1C(=O)C[C@H]2C=C[C@@H]1O2)c1ccc(Br)cc1,-5.79344,-2.50257,3.29087
COc1ccc(CN2CCC[C@@H](O)C2=O)cc1,-5.46402,-1.38597,4.07805
CO[P@]1(=O)Oc2ccc(Cl)cc2C(=O)C(C(F)(F)F)(C(F)(F)F)O1,-6.71299,-3.70397,3.00902
O=C(ON=C1CCCCC1)c1cccc([N+](=O)[O-])c1,-6.54298,-3.59508,2.9479
CCCc1ccc2oc(C)c(S(=O)(=O)c3ccccc3)c2c1,-5.75652,-2.32985,3.42667
CC(=O)[C@@]1(O)C[C@H]2CC[C@]1(C)C2(C)C,-5.4401,-1.88021,3.55989
Cc1ccc(OP2(=O)NCC(C)(C)CN2)cc1,-5.55389,-1.17626,4.37763
CO[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@@H]2OC(=O)S[C@@H]21,-6.25144,-1.52965,4.72179
CC1=C2[C@@H]3OC(=O)C4=CCC[C@H](C[C@]2(O)OC1=O)[C@@]43C,-6.41878,-2.59223,3.82655
CC(=O)Nc1ccccc1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-6.20354,-4.06358,2.13996
S=C(Sc1ccccc1)N1CC(Cl)(c2ccccc2)C1,-5.02194,-2.1809,2.84104
COC(=O)[C@@H]1C=C[C@H](C)S[C@]12C=CC(=O)N2c1ccccc1,-5.57274,-2.27777,3.29497
COC1=C[C@]2(OC)CC[C@H]1[C@@H]1C(=O)OC(=O)[C@@H]12,-5.66441,-1.90757,3.75684
CC(C)Oc1ccc(OC(C)C)c(C#N)c1C#N,-5.63306,-2.97159,2.66147
O=C1O[C@@H](C(Cl)(Cl)Cl)N2[C@H]3CCCC[C@H]3C[C@H]12,-5.86741,-2.13619,3.73122
CCOC(=O)C(=Cc1c2ccccc2nc2ccccc12)C(=O)OCC,-5.44779,-3.2942,2.15359
O=C(/C=C/C(=O)NS(=O)(=O)c1ccccc1)NS(=O)(=O)c1ccccc1,-6.62929,-3.71072,2.91857
Cc1cccc(Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])n1,-6.29237,-3.77732,2.51505
c1ccc(-n2nc3nccnc3n2)cc1,-6.00063,-3.55065,2.44998
CCC[C@]12NC(=O)[C@](OC)(C=C[C@@H]1c1ccccc1)C2=O,-5.3559,-2.22068,3.13522
CN(C)c1cccc2c(S(=O)(=O)Nc3ccccc3NS(=O)(=O)c3cccc4c(N(C)C)cccc34)cccc12,-5.2131,-2.79387,2.41923
COC(=O)[C@@H](C)[C@@H](O)c1ccc([N+](=O)[O-])cc1,-6.52454,-3.57121,2.95333
COc1ccc(-c2c(I)c(C(F)(F)F)nc3ccc(OC)cc23)cc1,-5.65284,-2.74027,2.91257
O=[N+]([O-])c1ccc(Oc2ccc(-c3ccccc3)cc2)cc1,-5.99442,-3.2579,2.73652
c1ccc2sc(SCCCCSc3nc4ccccc4s3)nc2c1,-5.3837,-1.92254,3.46116
N#CC(C#N)=C1C=CC=CN1/C(=C\c1ccco1)C(=O)c1ccccc1,-5.1391,-3.59391,1.54519
Cc1ccc(S(=O)(=O)C[C@@H]2COC(=O)[C@]2(F)C(F)(F)F)cc1,-6.96926,-2.54653,4.42273
O=C1CCCCC(=O)O[C@@]2(CCCCC2=O)CC1,-5.50041,-1.78737,3.71304
NC(=O)C[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,-6.08426,-3.65282,2.43144
COC1=CC(=O)[C@]2(CC1)C[C](c1c(Cl)cccc1Cl)[N]O2,-5.45953,-2.30428,3.15525
CCCCN(c1cccnc1Cl)c1ncccc1[N+](=O)[O-],-5.64324,-3.38053,2.26271
O=C(O[C@@H]1CCCC/C1=N\O)c1ccccc1,-6.12356,-2.32555,3.79801
Oc1ccc2ccccc2c1/C=N/c1cc(Cl)cc(Cl)c1,-5.49061,-3.1534,2.33721
COc1ccc2c(c1)NC(C)(C)C=C2C,-4.33116,-1.31421,3.01695
COC(=O)[C@@H]1C[C@H](CO)C[C@H](C(=O)OC)N1,-5.12695,-1.08814,4.03881
O=C1NC2(CCCCC2)NC12CCCCC2,-5.15408,-0.6001,4.55398
C1C[C@@H]([C@@H]2CCCn3nnnc32)c2nnnn2C1,-6.55587,-1.56542,4.99045
N#Cc1ccc(Cn2cc(/C=C3\NC(=O)NC3=O)c3ccccc32)cc1,-5.26375,-2.90114,2.36261
O=C(c1ccccc1)c1ccc2nc3c(nc2c1)C(Cl)(Cl)CC[C@H]3Cl,-6.0013,-3.69654,2.30476
Cc1ccc(C(=O)Nc2cc(C)cc(C)c2)cc1,-5.31109,-2.12885,3.18224
O=[N+]([O-])c1ccccc1N[N][N]c1ccc(Cl)cc1,-5.6647,-3.73556,1.92914
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C(=O)C=C(C)[C@@H]12,-5.44274,-2.754,2.68874
CC(C)(C)OC(=O)N1CCC[C@H]1[C@@H]1C=CC(=O)O1,-5.82468,-2.3678,3.45688
CCCc1nc(-c2ccccc2N)sc1C(=O)OCC,-4.93626,-2.67695,2.25931
Cc1ccc2c(C)c1CS(=O)(=O)CCCS(=O)(=O)C2,-6.15661,-2.12319,4.03342
C[C@H]1C[C@@H](C)N(C)c2nc3oc(=O)cc(C(F)(F)F)c3cc21,-5.2616,-2.92204,2.33956
COC(=O)Cc1c(O)c2c(c(C)c1OC)COC2=O,-5.76253,-2.2971,3.46543
CC1(C)O[C@@]2(C)CO[C@H](O)[C@@]2(CO)O1,-5.84411,-0.45078,5.39333
CC(=O)N1[C@H]2Cc3ccccc3[C@@H]1CN(C)C2=O,-5.49898,-1.55683,3.94215
O=C(C(I)=C(c1ccccc1)c1ccccc1)[C@H]1CCCC[C@@H]1I,-5.59518,-3.03466,2.56052
COc1ccc([C@H]2NC(CO)(CO)CO2)cc1,-5.43979,-1.21422,4.22557
O=C(c1ccc(-n2nccc2C(F)(F)F)nc1)n1nccc1C(F)(F)F,-6.55873,-3.48597,3.07276
COc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1OC,-5.12896,-2.76435,2.36461
I/C=C1\CCc2nc3ccccc3n21,-5.41516,-1.77691,3.63825
O=C1CC[C@@H](C(F)(c2ccccc2)c2ccccc2)N1,-5.53648,-1.74613,3.79035
C=C(C(=O)OC)[C@H]1CO[C@H](c2ccc(C(F)(F)F)cc2)OO1,-6.28914,-2.75237,3.53677
O=[PH](c1cc(C(F)(F)F)ccc1C(F)(F)F)c1cc(C(F)(F)F)ccc1C(F)(F)F,-7.04945,-3.266,3.78345
O=C1c2ccccc2C(=O)N1C[C@@H](F)[C@H](F)c1ccccc1,-6.35299,-3.33797,3.01502
CC1(C)CC(=O)[C@@]2(C1)C(=O)OCC[C@@H]2CC#N,-6.14725,-2.4029,3.74435
C[C@@H]1CC[C@@]2(C)C(=O)c3ccoc3C[C@@]12C,-5.48715,-2.11292,3.37423
O=Cc1ccccc1OCc1ccc(Cl)cc1,-5.61673,-2.76015,2.85658
O=C(NP(=O)(N1CCCC1)N1CCCC1)C(Cl)Cl,-5.44522,-2.14966,3.29556
CC1=CC[C@H]2[C@H](C1)c1ccccc1O[C@@]2(C)O,-5.27029,-1.05447,4.21582
OC[C@H]1CN(Cc2ccccc2)C[C@@H]1O,-4.99674,-1.35485,3.64189
CC1(C)OC(=O)[C@@]2(C)[C@@H]3CCC[C@@H]4CO[C@]12[C@@H]43,-5.64845,-0.93775,4.7107
Cc1ccc(-n2nnc3cc(C)c(C)cc32)cc1C,-5.46537,-2.09001,3.37536
O=C1CCCN1c1c(-c2ccccc2)ccc2ccccc12,-5.41207,-2.2859,3.12617
O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,-5.07344,-3.27838,1.79506
O=C1CCCC[C@H]1[C@@H](O)c1ccc(Br)cc1,-5.38083,-1.94654,3.43429
COc1cc(/C=N/NC(=O)c2ccccc2)ccc1OCc1ccccc1,-4.98862,-2.44001,2.54861
Cl[C@H](c1ccccc1)[C@H](c1ccccc1)C(Cl)(Cl)Cl,-6.32492,-2.20629,4.11863
CNC(=S)N/N=C(/c1ccccc1)c1ccccn1,-4.81144,-2.84827,1.96317
Clc1ccc2nc(-c3ccccc3)c(C#Cc3ccccc3)nc2c1,-5.7227,-3.27246,2.45024
Cc1ccc(N2C(=O)/C(=C/c3ccccc3O)SC2=S)cc1,-5.33448,-3.2785,2.05598
Cc1ccc(S(=O)(=O)NC(=O)CCC(=O)O)cc1,-6.20591,-2.1934,4.01251
O=C(NC1CCCCC1)C(=O)c1ccccc1,-5.42954,-3.20065,2.22889
